accession,disease_name,omim_id
HMDB0085516,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085517,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085518,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085519,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085520,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085521,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085522,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085523,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085524,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085525,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085526,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085527,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085528,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085529,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085530,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085531,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085532,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085533,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085534,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085535,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085536,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085537,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085538,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085539,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085540,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085541,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085542,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085543,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085544,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085545,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085546,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085547,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085548,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085549,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085550,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085551,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085552,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085553,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085554,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085555,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085556,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085557,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085558,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085559,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085560,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085561,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085562,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085563,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085564,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085565,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085566,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085567,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085568,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085569,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085570,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085571,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085572,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085573,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085574,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085575,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085576,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085577,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085578,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085579,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085580,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085581,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085582,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085583,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085584,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085585,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085586,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085587,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085588,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085589,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085590,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085591,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085592,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085593,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085594,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085595,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085596,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085597,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085598,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085599,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085600,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085601,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085602,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085603,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085604,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085605,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085606,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085607,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085608,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085609,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085610,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085611,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085612,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085613,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085614,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085615,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085616,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085617,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085618,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085619,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085620,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085621,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085622,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085623,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085624,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085625,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085626,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085627,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085628,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085629,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085630,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085631,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085632,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085633,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085634,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085635,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085636,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085637,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085638,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085639,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085640,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085641,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085642,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085643,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085644,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085645,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085646,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085647,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085648,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085649,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085650,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085651,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085652,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085653,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085654,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085655,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085656,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085657,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085658,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085659,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085660,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085661,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085662,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085663,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085664,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085665,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085666,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085667,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085668,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085669,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085670,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085671,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085672,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085673,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085674,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085675,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085676,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085677,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085678,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085679,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085680,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085681,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085682,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085683,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085684,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085685,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085686,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085687,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085688,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085689,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085690,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085691,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085692,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085693,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085694,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085695,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085696,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085697,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085698,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085699,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085700,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085701,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085702,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085703,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085704,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085705,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085706,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085707,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085708,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085709,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085710,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085711,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085712,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085713,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085714,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085715,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085716,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085717,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085718,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085719,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085720,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085721,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085722,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085723,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085724,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085725,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085726,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085727,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085728,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085729,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085730,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085731,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085732,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085733,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085734,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085735,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085736,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085737,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085738,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085739,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085740,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085741,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085742,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085743,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085744,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085745,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085746,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085747,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085748,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085749,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085750,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085751,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085752,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085753,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085754,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085755,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085756,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085757,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085758,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085759,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085760,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085761,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085762,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085763,"3-methylglutaconic aciduria type II, X-linked",302060
HMDB0085764,"3-methylglutaconic aciduria type II, X-linked",302060
